"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.541400000000000E+0008
"Stop", 9.741400000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02GHz into LNBF (dBm)"
312,964642000.000000000000,-101.714000000036,-100.871999999974,-89.219999999972,-87.282000000007
313,964644000.000000000000,-101.667999999947,-100.947000000044,-89.015000000014,-87.341000000015
314,964646000.000000000000,-101.390000000014,-100.893000000040,-89.231999999960,-87.072999999975
315,964648000.000000000000,-101.432999999961,-100.625000000000,-89.150000000023,-86.913999999990
316,964650000.000000000000,-101.427000000025,-100.706000000006,-90.065999999992,-86.998000000021
317,964652000.000000000000,-101.445999999996,-100.770999999950,-89.413999999990,-86.978000000003
318,964654000.000000000000,-101.476999999955,-100.792999999947,-90.219000000041,-86.998999999953
319,964656000.000000000000,-101.488999999943,-100.726000000024,-89.332000000053,-86.923999999999
320,964658000.000000000000,-101.371000000043,-100.726999999955,-89.167000000016,-86.988000000012
321,964660000.000000000000,-101.292999999947,-100.809000000008,-89.256999999983,-87.087000000058
322,964662000.000000000000,-101.212999999989,-100.851999999955,-90.332999999984,-87.256000000052
323,964664000.000000000000,-101.310000000056,-100.765000000014,-89.449000000022,-87.054000000004
324,964666000.000000000000,-101.212999999989,-100.908000000054,-89.986000000034,-87.140000000014
325,964668000.000000000000,-101.187000000034,-100.856000000029,-89.008999999962,-86.993999999948
326,964670000.000000000000,-101.216000000015,-100.773999999976,-90.231999999960,-86.940999999992
327,964672000.000000000000,-101.060000000056,-100.876000000047,-88.665999999968,-86.959999999963
328,964674000.000000000000,-101.067999999970,-100.864999999991,-90.119999999995,-87.172000000020
329,964676000.000000000000,-101.038999999990,-100.902000000002,-88.967999999993,-87.380000000005
330,964678000.000000000000,-100.631000000052,-100.837999999989,-89.900000000023,-87.160999999964
331,964680000.000000000000,-100.753999999957,-100.898000000045,-89.182000000030,-87.133000000031
332,964682000.000000000000,-100.677000000025,-100.908000000054,-90.300999999978,-87.081000000006
333,964684000.000000000000,-100.606000000029,-100.851000000024,-89.356999999960,-87.123000000021
334,964686000.000000000000,-100.582000000053,-100.736000000034,-89.913999999990,-87.304000000004
335,964688000.000000000000,-100.533000000054,-100.577000000048,-89.275999999954,-87.155999999959
336,964690000.000000000000,-100.562999999966,-100.601000000024,-89.956000000006,-86.976999999955
337,964692000.000000000000,-100.655000000028,-100.658999999985,-88.976000000024,-87.185000000056
338,964694000.000000000000,-100.589999999967,-100.888000000035,-90.109000000055,-87.236999999965
339,964696000.000000000000,-100.557000000030,-100.579000000027,-89.457000000053,-87.197000000044
340,964698000.000000000000,-100.523999999976,-100.535000000033,-89.476000000024,-87.195999999996
341,964700000.000000000000,-100.464999999967,-100.716000000015,-89.222999999998,-87.069000000018
342,964702000.000000000000,-100.283000000054,-100.832000000053,-90.170000000042,-87.172999999952
343,964704000.000000000000,-100.297000000020,-100.797000000020,-89.408999999985,-87.341000000015
344,964706000.000000000000,-100.295000000042,-100.780000000028,-89.599999999977,-87.533999999985
345,964708000.000000000000,-100.290999999968,-100.841999999946,-89.386000000057,-87.628000000026
346,964710000.000000000000,-100.481000000029,-100.910999999964,-89.695999999996,-87.483000000007
347,964712000.000000000000,-100.452000000048,-100.636000000057,-89.555999999982,-87.440999999992
348,964714000.000000000000,-100.368999999948,-100.677999999956,-90.261000000057,-87.317000000039
349,964716000.000000000000,-100.310000000056,-100.817000000039,-89.581000000006,-86.986000000034
350,964718000.000000000000,-100.503000000026,-100.913999999990,-89.586000000010,-86.984999999986
351,964720000.000000000000,-100.415000000037,-100.868999999948,-89.548999999999,-87.285000000033
352,964722000.000000000000,-100.231999999960,-100.773999999976,-89.422999999952,-87.614999999991
353,964724000.000000000000,-100.079000000027,-100.707000000053,-89.685999999987,-87.363000000012
354,964726000.000000000000,-100.184000000008,-100.812000000034,-89.591000000015,-87.297000000020
355,964728000.000000000000,-100.082999999984,-100.761000000057,-89.342999999993,-87.336000000010
356,964730000.000000000000,-100.030999999959,-100.896999999997,-90.125000000000,-87.324999999953
357,964732000.000000000000,-100.097999999998,-100.954000000027,-89.310999999987,-87.297000000020
358,964734000.000000000000,-99.952999999980,-100.820999999996,-90.361000000034,-87.212999999989
359,964736000.000000000000,-100.084000000032,-100.704999999958,-89.533999999985,-87.201000000001
360,964738000.000000000000,-100.023000000045,-100.736999999965,-90.591999999946,-87.290999999968
361,964740000.000000000000,-100.045999999973,-100.763000000035,-89.322999999975,-87.187999999966
362,964742000.000000000000,-100.079000000027,-100.557999999961,-89.255000000005,-87.109000000055
363,964744000.000000000000,-100.030000000028,-100.643999999971,-89.403999999980,-87.270000000019
364,964746000.000000000000,-99.827000000048,-100.829999999958,-89.633999999962,-87.246999999974
365,964748000.000000000000,-99.814999999944,-100.802000000025,-89.327999999980,-87.236999999965
366,964750000.000000000000,-100.001999999979,-100.812000000034,-90.494999999995,-87.368000000017
367,964752000.000000000000,-99.998000000021,-100.951000000001,-89.405000000028,-87.479000000050
368,964754000.000000000000,-99.858000000007,-100.907000000007,-89.572999999975,-87.347999999998
369,964756000.000000000000,-99.787999999942,-100.736000000034,-89.548999999999,-87.366000000038
370,964758000.000000000000,-99.820999999996,-100.697000000044,-90.052999999956,-87.484000000055
371,964760000.000000000000,-100.074999999953,-100.942000000039,-89.314999999944,-87.506999999983
372,964762000.000000000000,-100.008000000031,-100.907000000007,-89.444999999949,-87.560999999987
373,964764000.000000000000,-100.035000000033,-100.922999999952,-89.488000000012,-87.503999999957
374,964766000.000000000000,-99.991999999969,-100.922999999952,-90.425999999978,-87.334999999963
375,964768000.000000000000,-99.951000000001,-100.797999999952,-89.376999999979,-87.346999999951
376,964770000.000000000000,-100.043999999994,-100.748999999953,-89.119999999995,-87.207000000053
377,964772000.000000000000,-100.327999999980,-100.880000000005,-89.290999999968,-87.177000000025
378,964774000.000000000000,-99.949000000022,-100.788999999990,-89.488999999943,-87.052000000025
379,964776000.000000000000,-99.721000000020,-100.829999999958,-89.584000000032,-87.079999999958
380,964778000.000000000000,-99.917000000016,-100.920999999973,-90.363000000012,-87.312000000034
381,964780000.000000000000,-100.136000000057,-100.913999999990,-89.694999999949,-87.305999999982
382,964782000.000000000000,-99.979000000050,-100.777000000002,-90.231999999960,-87.359999999986
383,964784000.000000000000,-99.881999999983,-100.824999999953,-89.331000000006,-87.280000000028
384,964786000.000000000000,-99.961000000010,-101.037999999942,-89.344999999972,-87.253000000026
385,964788000.000000000000,-100.202999999980,-100.961000000010,-89.307000000030,-87.194000000018
386,964790000.000000000000,-100.270000000019,-100.986999999965,-89.554000000004,-87.241999999969
387,964792000.000000000000,-99.962000000058,-100.944999999949,-89.425000000047,-87.238000000012
388,964794000.000000000000,-99.920000000042,-100.915999999968,-90.114999999991,-87.226000000024
389,964796000.000000000000,-99.824999999953,-100.834000000032,-89.150000000023,-87.155000000028
390,964798000.000000000000,-99.910999999964,-100.746999999974,-90.155999999959,-87.162000000011
391,964800000.000000000000,-100.064999999944,-100.719000000041,-89.123000000021,-87.128999999957
392,964802000.000000000000,-99.986999999965,-100.724999999977,-89.663999999990,-87.167999999947
393,964804000.000000000000,-100.108000000007,-100.792999999947,-89.498000000021,-87.097999999998
394,964806000.000000000000,-100.074000000022,-100.765999999945,-90.290999999968,-86.954999999958
395,964808000.000000000000,-100.064000000013,-100.873000000021,-89.305000000051,-87.045999999973
396,964810000.000000000000,-100.072999999975,-100.839999999967,-90.427000000025,-86.978000000003
397,964812000.000000000000,-99.795999999973,-100.940999999992,-89.489999999991,-87.001999999979
398,964814000.000000000000,-100.001999999979,-100.910999999964,-89.528000000049,-87.131999999983
399,964816000.000000000000,-99.976000000024,-100.935999999987,-89.344999999972,-87.141999999993
400,964818000.000000000000,-100.016999999993,-100.782000000007,-90.104999999981,-87.042999999947
401,964820000.000000000000,-99.998000000021,-100.792999999947,-89.273000000045,-87.104999999981
402,964822000.000000000000,-99.978000000003,-100.704000000027,-90.457999999984,-87.033000000054
403,964824000.000000000000,-99.996000000043,-100.709000000032,-89.202999999980,-87.143999999971
404,964826000.000000000000,-100.268000000040,-100.859999999986,-90.177000000025,-87.349000000046
405,964828000.000000000000,-100.277000000002,-100.863000000012,-89.356999999960,-87.234000000055
406,964830000.000000000000,-100.037999999942,-100.912999999942,-90.359999999986,-87.452000000048
407,964832000.000000000000,-99.839000000036,-100.831000000006,-89.515999999945,-87.304000000004
408,964834000.000000000000,-99.819000000018,-100.790999999968,-89.133000000031,-87.324999999953
409,964836000.000000000000,-99.785000000033,-100.761999999988,-88.886999999988,-87.106999999960
410,964838000.000000000000,-99.832999999984,-100.832999999984,-89.079000000027,-87.113000000012
411,964840000.000000000000,-99.888000000035,-100.687000000034,-89.202999999980,-87.219000000041
412,964842000.000000000000,-99.888000000035,-100.655000000028,-90.283999999985,-87.052999999956
413,964844000.000000000000,-100.059000000008,-100.777000000002,-89.204999999958,-86.760000000009
414,964846000.000000000000,-100.099999999977,-100.854000000050,-90.287000000011,-86.788999999990
415,964848000.000000000000,-100.300999999978,-100.942999999970,-89.040999999968,-86.831000000006
416,964850000.000000000000,-100.119999999995,-100.800999999978,-90.298999999999,-86.859000000055
417,964852000.000000000000,-100.067000000039,-100.829000000027,-89.327000000048,-86.886999999988
418,964854000.000000000000,-100.121999999974,-100.748000000021,-89.390000000014,-86.908000000054
419,964856000.000000000000,-99.993000000017,-100.824000000022,-89.435999999987,-86.868000000017
420,964858000.000000000000,-100.211000000010,-100.814000000013,-90.278000000049,-86.903999999980
421,964860000.000000000000,-100.202000000048,-100.954999999958,-89.432999999961,-86.841999999946
422,964862000.000000000000,-100.148000000045,-100.896999999997,-90.258000000031,-86.832000000053
423,964864000.000000000000,-100.015000000014,-100.935999999987,-89.388999999966,-87.020000000019
424,964866000.000000000000,-100.069000000018,-100.900999999954,-89.430999999982,-87.079999999958
425,964868000.000000000000,-99.868999999948,-100.974999999977,-89.246999999974,-86.969999999972
426,964870000.000000000000,-100.096000000020,-100.925999999978,-90.180999999982,-86.915999999968
427,964872000.000000000000,-99.920999999973,-100.922000000020,-89.297000000020,-87.015999999945
428,964874000.000000000000,-99.912000000011,-100.896999999997,-90.248999999953,-87.109000000055
429,964876000.000000000000,-100.173999999999,-100.986000000034,-89.329000000027,-87.238000000012
430,964878000.000000000000,-100.018999999971,-100.836000000010,-90.064999999944,-87.199999999953
431,964880000.000000000000,-99.881000000052,-100.672999999952,-89.114999999991,-87.280000000028
432,964882000.000000000000,-99.881999999983,-100.826000000001,-90.030000000028,-87.128000000026
433,964884000.000000000000,-100.087000000058,-100.638999999966,-89.153999999980,-87.079000000027
434,964886000.000000000000,-100.050999999978,-100.680000000051,-89.358000000007,-87.032000000007
435,964888000.000000000000,-100.243000000017,-100.734999999986,-89.094999999972,-87.054000000004
436,964890000.000000000000,-100.241000000038,-100.854000000050,-89.550000000047,-86.976000000024
437,964892000.000000000000,-100.165999999968,-100.842999999993,-89.354999999981,-87.042000000016
438,964894000.000000000000,-99.966000000015,-101.045000000042,-90.065999999992,-87.192000000039
439,964896000.000000000000,-100.226000000024,-100.976000000024,-88.994999999995,-87.390000000014
440,964898000.000000000000,-100.018999999971,-100.922999999952,-90.175000000047,-87.248000000021
441,964900000.000000000000,-99.910000000033,-100.944999999949,-89.292000000016,-87.261000000057
442,964902000.000000000000,-100.048999999999,-100.868999999948,-89.366999999969,-87.268000000040
443,964904000.000000000000,-100.054000000004,-100.881000000052,-89.444999999949,-87.351000000024
444,964906000.000000000000,-100.185000000056,-100.918999999994,-89.342999999993,-87.410000000033
445,964908000.000000000000,-99.937999999966,-100.935000000056,-89.658000000054,-87.349000000046
446,964910000.000000000000,-99.966000000015,-100.923999999999,-89.603000000003,-87.395000000019
447,964912000.000000000000,-99.922999999952,-100.871999999974,-89.292999999947,-87.329000000027
448,964914000.000000000000,-99.996999999974,-100.800999999978,-90.060999999987,-87.332999999984
449,964916000.000000000000,-100.155000000028,-100.947999999975,-89.314999999944,-87.250000000000
450,964918000.000000000000,-100.077000000048,-100.795000000042,-89.378999999957,-87.133000000031
451,964920000.000000000000,-99.964000000036,-100.930999999982,-89.454000000027,-87.175999999978
452,964922000.000000000000,-100.023999999976,-100.837000000058,-90.043999999994,-87.079999999958
453,964924000.000000000000,-100.153999999980,-100.743999999948,-89.229000000050,-87.055000000051
454,964926000.000000000000,-100.195999999996,-100.935000000056,-90.479000000050,-86.991999999969
455,964928000.000000000000,-100.133000000031,-100.702999999980,-89.552999999956,-87.153000000049
456,964930000.000000000000,-100.228000000003,-100.660000000033,-90.388000000035,-87.246999999974
457,964932000.000000000000,-100.187000000034,-100.653000000049,-89.545000000042,-87.069999999949
458,964934000.000000000000,-100.096000000020,-100.822999999975,-90.366000000038,-87.025000000023
459,964936000.000000000000,-100.104000000050,-100.967999999993,-89.513999999966,-87.077999999980
460,964938000.000000000000,-100.067999999970,-100.886999999988,-89.653999999980,-87.069999999949
461,964940000.000000000000,-100.118999999948,-100.837000000058,-89.606000000029,-87.057000000030
462,964942000.000000000000,-100.145000000019,-100.677000000025,-89.506000000052,-87.131000000052
463,964944000.000000000000,-99.719000000041,-100.717999999993,-89.471999999951,-87.160000000033
