"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.640200000000000E+0008
"Stop", 9.680200000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02MHz into LNBF (dBm)"
1525,967068000.000000000000,-101.741000000038,-98.741999999969,-90.003000000026,-87.138000000035
1526,967070000.000000000000,-101.915000000037,-98.668999999994,-90.101999999955,-87.121000000043
1527,967072000.000000000000,-101.895999999950,-98.640000000014,-90.380000000005,-86.915000000037
1528,967074000.000000000000,-101.986999999965,-98.650999999954,-90.425999999978,-86.721999999951
1529,967076000.000000000000,-101.915000000037,-98.653000000049,-90.570999999996,-86.853000000003
1530,967078000.000000000000,-102.001999999979,-98.697999999975,-90.570999999996,-86.820999999996
1531,967080000.000000000000,-102.008999999962,-98.609000000055,-90.559000000008,-86.770000000019
1532,967082000.000000000000,-101.972999999998,-98.586000000010,-90.459000000032,-86.856999999960
1533,967084000.000000000000,-101.989999999991,-98.491999999969,-90.430000000051,-86.782000000007
1534,967086000.000000000000,-101.974999999977,-98.464000000036,-90.523999999976,-87.035999999964
1535,967088000.000000000000,-102.072000000044,-98.444999999949,-90.530000000028,-86.878000000026
1536,967090000.000000000000,-102.104000000050,-98.540999999968,-90.393999999971,-87.016999999993
1537,967092000.000000000000,-101.951000000001,-98.581000000006,-90.216000000015,-87.050999999978
1538,967094000.000000000000,-101.929000000004,-98.675000000047,-90.108000000007,-87.158999999985
1539,967096000.000000000000,-102.072000000044,-98.645000000019,-90.224999999977,-87.160000000033
1540,967098000.000000000000,-102.006000000052,-98.709000000032,-90.339000000036,-87.199999999953
1541,967100000.000000000000,-101.812000000034,-98.567000000039,-90.327000000048,-87.184000000008
1542,967102000.000000000000,-101.861000000034,-98.405999999959,-90.283999999985,-87.084000000032
1543,967104000.000000000000,-101.971000000020,-98.211000000010,-90.334000000032,-87.055999999982
1544,967106000.000000000000,-101.996999999974,-98.570999999996,-90.155999999959,-87.116999999969
1545,967108000.000000000000,-101.893999999971,-98.484999999986,-90.131999999983,-87.258999999962
1546,967110000.000000000000,-101.817000000039,-98.505000000005,-90.052000000025,-87.094999999972
1547,967112000.000000000000,-102.167999999947,-98.621999999974,-90.307000000030,-86.979000000050
1548,967114000.000000000000,-102.158000000054,-98.721999999951,-90.212999999989,-87.001999999979
1549,967116000.000000000000,-101.937999999966,-98.846000000020,-90.298999999999,-86.883999999962
1550,967118000.000000000000,-101.957999999984,-98.631000000052,-90.403999999980,-86.785000000033
1551,967120000.000000000000,-102.233000000007,-98.564000000013,-90.452000000048,-86.734999999986
1552,967122000.000000000000,-102.229000000050,-98.481000000029,-90.388000000035,-86.839000000036
1553,967124000.000000000000,-102.111000000034,-98.662999999942,-90.359000000055,-86.785000000033
1554,967126000.000000000000,-102.020000000019,-98.660999999964,-90.283000000054,-86.545000000042
1555,967128000.000000000000,-101.984999999986,-98.702999999980,-90.287999999942,-86.591999999946
1556,967130000.000000000000,-102.152000000002,-98.506999999983,-90.361999999965,-86.690999999992
1557,967132000.000000000000,-102.217999999993,-98.650000000023,-90.324999999953,-86.689999999944
1558,967134000.000000000000,-102.136999999988,-98.530000000028,-90.393000000040,-86.810000000056
1559,967136000.000000000000,-102.114999999991,-98.611000000034,-90.368999999948,-86.812000000034
1560,967138000.000000000000,-102.101000000024,-98.569000000018,-90.295999999973,-86.648999999976
1561,967140000.000000000000,-102.167000000016,-98.523000000045,-90.423999999999,-86.692000000039
1562,967142000.000000000000,-102.180999999982,-98.523000000045,-90.307999999961,-86.986999999965
1563,967144000.000000000000,-102.062000000034,-98.488000000012,-90.376999999979,-87.084000000032
1564,967146000.000000000000,-101.854999999981,-98.643999999971,-90.255000000005,-86.947000000044
1565,967148000.000000000000,-102.020000000019,-98.640000000014,-90.312000000034,-86.866999999969
1566,967150000.000000000000,-102.013999999966,-98.611999999965,-90.378999999957,-86.922999999952
1567,967152000.000000000000,-101.836000000010,-98.532000000007,-90.089999999967,-86.908999999985
1568,967154000.000000000000,-102.003000000026,-98.564000000013,-90.204000000027,-86.766999999993
1569,967156000.000000000000,-101.956000000006,-98.391999999993,-90.143999999971,-86.773999999976
1570,967158000.000000000000,-102.028999999980,-98.545999999973,-90.145000000019,-86.849999999977
1571,967160000.000000000000,-102.047000000020,-98.611999999965,-90.273000000045,-86.859000000055
1572,967162000.000000000000,-101.940999999992,-98.508000000031,-90.386999999988,-86.896999999997
1573,967164000.000000000000,-101.895000000019,-98.587000000058,-90.422000000020,-86.837000000058
1574,967166000.000000000000,-102.081000000006,-98.552999999956,-90.408000000054,-86.805000000051
1575,967168000.000000000000,-101.930999999982,-98.577000000048,-90.425999999978,-86.873000000021
1576,967170000.000000000000,-102.013999999966,-98.498000000021,-90.423999999999,-86.820999999996
1577,967172000.000000000000,-101.918999999994,-98.501000000047,-90.552999999956,-86.888999999966
1578,967174000.000000000000,-102.052000000025,-98.726999999955,-90.555999999982,-87.047999999952
1579,967176000.000000000000,-102.005000000005,-98.513000000035,-90.425999999978,-86.993999999948
1580,967178000.000000000000,-101.937999999966,-98.479999999981,-90.418999999994,-87.197000000044
1581,967180000.000000000000,-101.986000000034,-98.672999999952,-90.104000000050,-87.089000000036
1582,967182000.000000000000,-101.923999999999,-98.625000000000,-90.077999999980,-87.047000000020
1583,967184000.000000000000,-101.880000000005,-98.567999999970,-90.278000000049,-86.891999999993
1584,967186000.000000000000,-101.898000000045,-98.636999999988,-90.383000000031,-86.797999999952
1585,967188000.000000000000,-102.060000000056,-98.540000000037,-90.386000000057,-86.847999999998
1586,967190000.000000000000,-102.199000000022,-98.616999999969,-90.407000000007,-87.152000000002
1587,967192000.000000000000,-102.140999999945,-98.560999999987,-90.204999999958,-87.388000000035
1588,967194000.000000000000,-102.204000000027,-98.616000000038,-90.126000000047,-87.244999999995
1589,967196000.000000000000,-102.106000000029,-98.572000000044,-90.271999999997,-87.297000000020
1590,967198000.000000000000,-102.133000000031,-98.606999999960,-90.322000000044,-87.070999999996
1591,967200000.000000000000,-102.195999999996,-98.572000000044,-90.393000000040,-86.896999999997
1592,967202000.000000000000,-102.081000000006,-98.611999999965,-90.285999999964,-86.822999999975
1593,967204000.000000000000,-102.006999999983,-98.773000000045,-90.405000000028,-86.895000000019
1594,967206000.000000000000,-102.199999999953,-98.756999999983,-90.255000000005,-86.885000000009
1595,967208000.000000000000,-101.940999999992,-98.707999999984,-90.395999999950,-87.165999999968
1596,967210000.000000000000,-102.052999999956,-98.729999999981,-90.429000000004,-87.216000000015
1597,967212000.000000000000,-102.079000000027,-98.631000000052,-90.302000000025,-87.037000000011
1598,967214000.000000000000,-102.018999999971,-98.466999999946,-90.244999999995,-86.873000000021
1599,967216000.000000000000,-102.030000000028,-98.586000000010,-90.344000000041,-86.819999999949
1600,967218000.000000000000,-101.981999999960,-98.645000000019,-90.462999999989,-86.984999999986
1601,967220000.000000000000,-101.954999999958,-98.694999999949,-90.327000000048,-86.945999999996
1602,967222000.000000000000,-101.988000000012,-98.709000000032,-90.327000000048,-87.047999999952
1603,967224000.000000000000,-101.854000000050,-98.538999999990,-90.334999999963,-87.052999999956
1604,967226000.000000000000,-102.010000000009,-98.606999999960,-90.452999999980,-87.103000000003
1605,967228000.000000000000,-101.974000000046,-98.510000000009,-90.369999999995,-87.182999999961
1606,967230000.000000000000,-101.998999999953,-98.670999999973,-90.324999999953,-87.175999999978
1607,967232000.000000000000,-102.084000000032,-98.673999999999,-90.481999999960,-87.123000000021
1608,967234000.000000000000,-102.070999999996,-98.625000000000,-90.527000000002,-86.998000000021
1609,967236000.000000000000,-102.010000000009,-98.655000000028,-90.533999999985,-87.006000000052
1610,967238000.000000000000,-102.104000000050,-98.596999999951,-90.614999999991,-86.798999999999
1611,967240000.000000000000,-101.905000000028,-98.658000000054,-90.337999999989,-86.753000000026
1612,967242000.000000000000,-101.898000000045,-98.319999999949,-90.332999999984,-86.822999999975
1613,967244000.000000000000,-101.890000000014,-98.469000000041,-90.219000000041,-86.839999999967
1614,967246000.000000000000,-101.783999999985,-98.300999999978,-90.086000000010,-86.861999999965
1615,967248000.000000000000,-101.981999999960,-98.314000000013,-90.119999999995,-86.893999999971
1616,967250000.000000000000,-102.091000000015,-98.572000000044,-90.307000000030,-86.868000000017
1617,967252000.000000000000,-101.917000000016,-98.521999999997,-90.158999999985,-86.896999999997
1618,967254000.000000000000,-102.040999999968,-98.364999999991,-90.376000000047,-86.898000000045
1619,967256000.000000000000,-101.952999999980,-98.329000000027,-90.376000000047,-86.886000000057
1620,967258000.000000000000,-102.043999999994,-98.579000000027,-90.437000000034,-86.851000000024
1621,967260000.000000000000,-102.121999999974,-98.638999999966,-90.351000000024,-87.037999999942
1622,967262000.000000000000,-102.072000000044,-98.636000000057,-90.361999999965,-86.957000000053
1623,967264000.000000000000,-101.907000000007,-98.572999999975,-90.412000000011,-86.954000000027
1624,967266000.000000000000,-102.025000000023,-98.606000000029,-90.461000000010,-86.932999999961
1625,967268000.000000000000,-101.969999999972,-98.770999999950,-90.496999999974,-86.991000000038
1626,967270000.000000000000,-101.905000000028,-98.804000000004,-90.371999999974,-87.168999999994
1627,967272000.000000000000,-101.993000000017,-98.761000000057,-90.366999999969,-87.003999999957
1628,967274000.000000000000,-102.087000000058,-98.726999999955,-90.248000000021,-86.738999999943
1629,967276000.000000000000,-102.101000000024,-98.559000000008,-90.295000000042,-86.829000000027
1630,967278000.000000000000,-101.893999999971,-98.670000000042,-90.376999999979,-87.038999999990
1631,967280000.000000000000,-101.942000000039,-98.619999999995,-90.403000000049,-87.074000000022
1632,967282000.000000000000,-102.060000000056,-98.604000000050,-90.273999999976,-87.194999999949
1633,967284000.000000000000,-102.025000000023,-98.344999999972,-90.363999999943,-87.179000000004
1634,967286000.000000000000,-101.988000000012,-98.391999999993,-90.493000000017,-87.059000000008
1635,967288000.000000000000,-102.226000000024,-98.381999999983,-90.329999999958,-87.052999999956
1636,967290000.000000000000,-101.989999999991,-98.378999999957,-90.326000000001,-86.986000000034
1637,967292000.000000000000,-102.042000000016,-98.500000000000,-90.457000000053,-86.905000000028
1638,967294000.000000000000,-102.067000000039,-98.555000000051,-90.508000000031,-86.951000000001
1639,967296000.000000000000,-102.185999999987,-98.532000000007,-90.464000000036,-87.072000000044
1640,967298000.000000000000,-102.086000000010,-98.618999999948,-90.334999999963,-87.042000000016
1641,967300000.000000000000,-102.160999999964,-98.591000000015,-90.248999999953,-87.065999999992
1642,967302000.000000000000,-102.163999999990,-98.516999999993,-90.380000000005,-87.106999999960
1643,967304000.000000000000,-102.079999999958,-98.339999999967,-90.297999999952,-87.092999999993
1644,967306000.000000000000,-101.981000000029,-98.579000000027,-90.457000000053,-87.175999999978
1645,967308000.000000000000,-102.013999999966,-98.616999999969,-90.422999999952,-87.177000000025
1646,967310000.000000000000,-101.847999999998,-98.528000000049,-90.388000000035,-87.204000000027
1647,967312000.000000000000,-101.927999999956,-98.472999999998,-90.226999999955,-87.165999999968
1648,967314000.000000000000,-102.013000000035,-98.483000000007,-90.307999999961,-87.322000000044
1649,967316000.000000000000,-102.008000000031,-98.572999999975,-90.310999999987,-87.028999999980
1650,967318000.000000000000,-101.824999999953,-98.516999999993,-90.349999999977,-87.001999999979
1651,967320000.000000000000,-101.876999999979,-98.503000000026,-90.324999999953,-87.065999999992
1652,967322000.000000000000,-101.986000000034,-98.376999999979,-90.386999999988,-87.001000000047
1653,967324000.000000000000,-102.141999999993,-98.521999999997,-90.398000000045,-86.974999999977
1654,967326000.000000000000,-102.043999999994,-98.408000000054,-90.297000000020,-86.883999999962
1655,967328000.000000000000,-101.853000000003,-98.523999999976,-90.383999999962,-86.937000000034
1656,967330000.000000000000,-101.908000000054,-98.481000000029,-90.265000000014,-87.113000000012
1657,967332000.000000000000,-101.937999999966,-98.520999999950,-90.400999999954,-86.937000000034
1658,967334000.000000000000,-101.971999999951,-98.650000000023,-90.315999999992,-87.020999999950
1659,967336000.000000000000,-101.991000000038,-98.569000000018,-90.317000000039,-87.037000000011
1660,967338000.000000000000,-102.001000000047,-98.586000000010,-90.314999999944,-86.871999999974
1661,967340000.000000000000,-102.123000000021,-98.437000000034,-90.511000000057,-86.878999999957
1662,967342000.000000000000,-101.945999999996,-98.283999999985,-90.398000000045,-86.853000000003
1663,967344000.000000000000,-101.927000000025,-98.498000000021,-90.542999999947,-86.829999999958
1664,967346000.000000000000,-102.067999999970,-98.613999999943,-90.640999999945,-86.846000000020
1665,967348000.000000000000,-101.957000000053,-98.559000000008,-90.621999999974,-86.731000000029
1666,967350000.000000000000,-101.934000000008,-98.527000000002,-90.594999999972,-86.613999999943
1667,967352000.000000000000,-101.971000000020,-98.515999999945,-90.359000000055,-86.974999999977
1668,967354000.000000000000,-101.871999999974,-98.555000000051,-90.253000000026,-86.861000000034
1669,967356000.000000000000,-101.827999999980,-98.498000000021,-90.187000000034,-86.667999999947
1670,967358000.000000000000,-101.878999999957,-98.636000000057,-90.143999999971,-86.636000000057
1671,967360000.000000000000,-101.942000000039,-98.650999999954,-90.207999999984,-86.782000000007
1672,967362000.000000000000,-101.949000000022,-98.677999999956,-90.101999999955,-86.738999999943
1673,967364000.000000000000,-102.040000000037,-98.555000000051,-90.111000000034,-86.773000000045
1674,967366000.000000000000,-102.000000000000,-98.532000000007,-90.222999999998,-86.903999999980
1675,967368000.000000000000,-102.062000000034,-98.479999999981,-90.486000000034,-87.060000000056
1676,967370000.000000000000,-102.140999999945,-98.523999999976,-90.270999999950,-86.913999999990
1677,967372000.000000000000,-102.047999999952,-98.418999999994,-90.275000000023,-86.886999999988
1678,967374000.000000000000,-101.981000000029,-98.515000000014,-90.258999999962,-87.021999999997
1679,967376000.000000000000,-101.922999999952,-98.611000000034,-90.258999999962,-86.780999999959
1680,967378000.000000000000,-101.883000000031,-98.515000000014,-90.077999999980,-86.645000000019
1681,967380000.000000000000,-101.967999999993,-98.427000000025,-90.192000000039,-86.795999999973
1682,967382000.000000000000,-101.962999999989,-98.555000000051,-90.444999999949,-86.863000000012
1683,967384000.000000000000,-101.947999999975,-98.579999999958,-90.444999999949,-86.839999999967
1684,967386000.000000000000,-101.971999999951,-98.758999999962,-90.300000000047,-86.810999999987
1685,967388000.000000000000,-102.111999999965,-98.677999999956,-90.408999999985,-86.903000000049
1686,967390000.000000000000,-102.011000000057,-98.609999999986,-90.471999999951,-86.996999999974
1687,967392000.000000000000,-101.804000000004,-98.584999999963,-90.383000000031,-87.065999999992
1688,967394000.000000000000,-102.013999999966,-98.505000000005,-90.408999999985,-87.119999999995
1689,967396000.000000000000,-102.091000000015,-98.538999999990,-90.395000000019,-87.125000000000
1690,967398000.000000000000,-102.089000000036,-98.510000000009,-90.466999999946,-87.145000000019
1691,967400000.000000000000,-102.187000000034,-98.476999999955,-90.398000000045,-87.145000000019
1692,967402000.000000000000,-102.048999999999,-98.437000000034,-90.521999999997,-87.052999999956
1693,967404000.000000000000,-102.043999999994,-98.643000000040,-90.408999999985,-86.912000000011
1694,967406000.000000000000,-101.930000000051,-98.560999999987,-90.346000000020,-86.765000000014
1695,967408000.000000000000,-101.913999999990,-98.621999999974,-90.371000000043,-86.820999999996
1696,967410000.000000000000,-101.907000000007,-98.547000000020,-90.368999999948,-86.596999999951
1697,967412000.000000000000,-102.062999999966,-98.496000000043,-90.500000000000,-86.535000000033
1698,967414000.000000000000,-102.006999999983,-98.665000000037,-90.422000000020,-86.516999999993
1699,967416000.000000000000,-101.981000000029,-98.731999999960,-90.376000000047,-86.652000000002
1700,967418000.000000000000,-102.015999999945,-98.445999999996,-90.476000000024,-86.736000000034
1701,967420000.000000000000,-101.984000000055,-98.326000000001,-90.366999999969,-86.822999999975
1702,967422000.000000000000,-101.913999999990,-98.241999999969,-90.395000000019,-86.795000000042
1703,967424000.000000000000,-101.883000000031,-98.447000000044,-90.532000000007,-86.805000000051
1704,967426000.000000000000,-101.866999999969,-98.280000000028,-90.498999999953,-86.805000000051
1705,967428000.000000000000,-101.966000000015,-98.457000000053,-90.373999999953,-86.893000000040
1706,967430000.000000000000,-101.979000000050,-98.530999999959,-90.440999999992,-86.837000000058
1707,967432000.000000000000,-101.971000000020,-98.552000000025,-90.437000000034,-86.903999999980
1708,967434000.000000000000,-102.131000000052,-98.390999999945,-90.383999999962,-87.136000000057
1709,967436000.000000000000,-102.008000000031,-98.484999999986,-90.376999999979,-87.055000000051
1710,967438000.000000000000,-101.998999999953,-98.388999999966,-90.327999999980,-86.805000000051
1711,967440000.000000000000,-102.048999999999,-98.525000000023,-90.506999999983,-86.733000000007
1712,967442000.000000000000,-102.011999999988,-98.410999999964,-90.405000000028,-86.743999999948
1713,967444000.000000000000,-102.126999999979,-98.562000000034,-90.222999999998,-86.805000000051
1714,967446000.000000000000,-102.158999999985,-98.434000000008,-90.018999999971,-86.971000000020
1715,967448000.000000000000,-102.059000000008,-98.476000000024,-90.111999999965,-87.025000000023
1716,967450000.000000000000,-102.057999999961,-98.518000000040,-90.079000000027,-86.929000000004
1717,967452000.000000000000,-102.052999999956,-98.467999999993,-90.271999999997,-86.934000000008
1718,967454000.000000000000,-102.020999999950,-98.376000000047,-90.359999999986,-86.783000000054
1719,967456000.000000000000,-102.021999999997,-98.481999999960,-90.337999999989,-87.021999999997
1720,967458000.000000000000,-102.060999999987,-98.488999999943,-90.386000000057,-87.238999999943
1721,967460000.000000000000,-101.768000000040,-98.540000000037,-90.395999999950,-87.172999999952
1722,967462000.000000000000,-101.787000000011,-98.719999999972,-90.277000000002,-87.290999999968
1723,967464000.000000000000,-101.829000000027,-98.795999999973,-90.413999999990,-87.339999999967
1724,967466000.000000000000,-101.972999999998,-98.670999999973,-90.508999999962,-87.349000000046
1725,967468000.000000000000,-102.040000000037,-98.675999999978,-90.506999999983,-86.878999999957
1726,967470000.000000000000,-102.032000000007,-98.653000000049,-90.535000000033,-86.871999999974
1727,967472000.000000000000,-102.015000000014,-98.576000000001,-90.567999999970,-86.881999999983
1728,967474000.000000000000,-102.118000000017,-98.238999999943,-90.657000000007,-86.891999999993
1729,967476000.000000000000,-102.084999999963,-98.317999999970,-90.557999999961,-86.837999999989
1730,967478000.000000000000,-102.065999999992,-98.405000000028,-90.395999999950,-86.802000000025
1731,967480000.000000000000,-102.015999999945,-98.540000000037,-90.282000000007,-86.783000000054
1732,967482000.000000000000,-102.025999999954,-98.576000000001,-90.251000000047,-86.736999999965
1733,967484000.000000000000,-101.910999999964,-98.523000000045,-90.160000000033,-86.837999999989
1734,967486000.000000000000,-101.984999999986,-98.567000000039,-90.263000000035,-87.260000000009
1735,967488000.000000000000,-101.974999999977,-98.692999999970,-90.371999999974,-87.295999999973
1736,967490000.000000000000,-102.189999999944,-98.667999999947,-90.479999999981,-87.204000000027
1737,967492000.000000000000,-102.128000000026,-98.782000000007,-90.650000000023,-87.268999999971
1738,967494000.000000000000,-101.854999999981,-98.626000000047,-90.214999999967,-87.422000000020
1739,967496000.000000000000,-102.050999999978,-98.623999999953,-90.351999999955,-87.452000000048
1740,967498000.000000000000,-102.016999999993,-98.692000000039,-90.412999999942,-87.092999999993
1741,967500000.000000000000,-102.011999999988,-98.697000000044,-90.278999999980,-87.094000000041
1742,967502000.000000000000,-101.940999999992,-98.868999999948,-90.347999999998,-86.912000000011
1743,967504000.000000000000,-102.084999999963,-98.907000000007,-90.413999999990,-86.917999999947
1744,967506000.000000000000,-101.969000000041,-98.915999999968,-90.474999999977,-86.869999999995
1745,967508000.000000000000,-101.976000000024,-98.951000000001,-90.229999999981,-86.979999999981
1746,967510000.000000000000,-101.844000000041,-98.942000000039,-90.251000000047,-86.841000000015
1747,967512000.000000000000,-102.021999999997,-99.028999999980,-90.290999999968,-86.829000000027
1748,967514000.000000000000,-101.871000000043,-98.954999999958,-90.190999999992,-86.880000000005
1749,967516000.000000000000,-102.013000000035,-99.209999999963,-90.238000000012,-86.935000000056
1750,967518000.000000000000,-102.097999999998,-99.246000000043,-90.180000000051,-86.856999999960
1751,967520000.000000000000,-102.013000000035,-99.261000000057,-90.214999999967,-86.709000000032
1752,967522000.000000000000,-102.091000000015,-99.462999999989,-90.081000000006,-86.893000000040
1753,967524000.000000000000,-101.949999999953,-99.643000000040,-90.167999999947,-86.976999999955
1754,967526000.000000000000,-101.854000000050,-99.687000000034,-90.175000000047,-87.011000000057
1755,967528000.000000000000,-101.687999999966,-99.726000000024,-90.243999999948,-87.020000000019
1756,967530000.000000000000,-101.854999999981,-99.685000000056,-90.300000000047,-87.190999999992
1757,967532000.000000000000,-101.954000000027,-99.694999999949,-90.432999999961,-87.035000000033
1758,967534000.000000000000,-101.836000000010,-99.873999999953,-90.388000000035,-87.003000000026
1759,967536000.000000000000,-101.854999999981,-100.070999999996,-90.459000000032,-87.050999999978
1760,967538000.000000000000,-102.081000000006,-100.145000000019,-90.564000000013,-87.152000000002
1761,967540000.000000000000,-102.015999999945,-100.212999999989,-90.393000000040,-87.055999999982
1762,967542000.000000000000,-102.155000000028,-100.155000000028,-90.326000000001,-86.940999999992
1763,967544000.000000000000,-102.263000000035,-100.158999999985,-90.423999999999,-86.771999999997
1764,967546000.000000000000,-102.146999999997,-100.278000000049,-90.427999999956,-86.608000000007
1765,967548000.000000000000,-102.008999999962,-100.351000000024,-90.378000000026,-86.636000000057
1766,967550000.000000000000,-102.055000000051,-100.407000000007,-90.430000000051,-86.734999999986
1767,967552000.000000000000,-101.746999999974,-100.256000000052,-90.383000000031,-86.807000000030
1768,967554000.000000000000,-101.839000000036,-100.528000000049,-90.297000000020,-86.815999999992
1769,967556000.000000000000,-102.050999999978,-100.545999999973,-90.243999999948,-86.966999999946
1770,967558000.000000000000,-102.076000000001,-100.606000000029,-90.302000000025,-87.072999999975
1771,967560000.000000000000,-102.045999999973,-100.694000000018,-90.251000000047,-87.167999999947
1772,967562000.000000000000,-101.949000000022,-100.704000000027,-90.275000000023,-87.226999999955
1773,967564000.000000000000,-101.883000000031,-100.905000000028,-90.391999999993,-87.113000000012
1774,967566000.000000000000,-101.937000000034,-100.873000000021,-90.251000000047,-86.967999999993
1775,967568000.000000000000,-101.966000000015,-100.829000000027,-90.202000000048,-87.153000000049
1776,967570000.000000000000,-102.131999999983,-100.804000000004,-90.211000000010,-87.074999999953
1777,967572000.000000000000,-101.981000000029,-100.853000000003,-90.145999999950,-87.035000000033
1778,967574000.000000000000,-101.927999999956,-100.903999999980,-90.258000000031,-87.033999999985
1779,967576000.000000000000,-102.054000000004,-100.944999999949,-90.373000000021,-86.971999999951
1780,967578000.000000000000,-102.192999999970,-101.001999999979,-90.709999999963,-86.875000000000
1781,967580000.000000000000,-102.138000000035,-100.934000000008,-90.687000000034,-86.922000000020
1782,967582000.000000000000,-102.108000000007,-100.758000000031,-90.445999999996,-87.074000000022
1783,967584000.000000000000,-102.018999999971,-100.842999999993,-90.400999999954,-87.072000000044
1784,967586000.000000000000,-102.042000000016,-101.062999999966,-90.481999999960,-87.207999999984
1785,967588000.000000000000,-101.868999999948,-101.006999999983,-90.506000000052,-87.121000000043
1786,967590000.000000000000,-101.986999999965,-101.082999999984,-90.515999999945,-86.967999999993
1787,967592000.000000000000,-102.150999999954,-100.826000000001,-90.442000000039,-86.976999999955
1788,967594000.000000000000,-102.238000000012,-100.822000000044,-90.410000000033,-87.136000000057
1789,967596000.000000000000,-102.167999999947,-100.886000000057,-90.302999999956,-87.074000000022
1790,967598000.000000000000,-102.086000000010,-100.979000000050,-90.456000000006,-87.123000000021
1791,967600000.000000000000,-102.133999999962,-100.957999999984,-90.641999999993,-86.974999999977
1792,967602000.000000000000,-102.003000000026,-100.851000000024,-90.648999999976,-86.998000000021
1793,967604000.000000000000,-101.994999999995,-100.947999999975,-90.552000000025,-87.089000000036
1794,967606000.000000000000,-102.008999999962,-100.829000000027,-90.391999999993,-87.003999999957
1795,967608000.000000000000,-101.993999999948,-100.814000000013,-90.354000000050,-87.145999999950
1796,967610000.000000000000,-102.074999999953,-100.787999999942,-90.256999999983,-87.160000000033
1797,967612000.000000000000,-102.131999999983,-100.922000000020,-90.202999999980,-87.069000000018
1798,967614000.000000000000,-102.037000000011,-100.790000000037,-90.400999999954,-86.878000000026
1799,967616000.000000000000,-102.067999999970,-100.802999999956,-90.459000000032,-86.851000000024
1800,967618000.000000000000,-102.138999999966,-100.923999999999,-90.775000000023,-86.859999999986
1801,967620000.000000000000,-101.974999999977,-100.672000000020,-90.778999999980,-87.055000000051
1802,967622000.000000000000,-101.976999999955,-100.510000000009,-90.731999999960,-87.074000000022
1803,967624000.000000000000,-102.010000000009,-100.447000000044,-90.630000000005,-87.150999999954
1804,967626000.000000000000,-102.136999999988,-100.420000000042,-90.668999999994,-87.238000000012
1805,967628000.000000000000,-102.153000000049,-100.555999999982,-90.538999999990,-87.201000000001
1806,967630000.000000000000,-102.067999999970,-100.690999999992,-90.457999999984,-87.327999999980
1807,967632000.000000000000,-101.886000000057,-100.753999999957,-90.736000000034,-87.059000000008
1808,967634000.000000000000,-101.798999999999,-100.650000000023,-90.589999999967,-87.153000000049
1809,967636000.000000000000,-101.837999999989,-100.599999999977,-90.591999999946,-87.155999999959
1810,967638000.000000000000,-102.062999999966,-100.329999999958,-90.665000000037,-87.035999999964
1811,967640000.000000000000,-102.101000000024,-100.270999999950,-90.731000000029,-87.123000000021
1812,967642000.000000000000,-102.109000000055,-100.162000000011,-90.633000000031,-87.109000000055
1813,967644000.000000000000,-102.097999999998,-100.236000000034,-90.689000000013,-87.170000000042
1814,967646000.000000000000,-102.076000000001,-100.322999999975,-90.675000000047,-87.096999999951
1815,967648000.000000000000,-102.189000000013,-100.136999999988,-90.841999999946,-87.222999999998
1816,967650000.000000000000,-101.912999999942,-100.123999999953,-90.592999999993,-87.238999999943
1817,967652000.000000000000,-101.883999999962,-100.189999999944,-90.641999999993,-87.224000000046
1818,967654000.000000000000,-101.868999999948,-100.155999999959,-90.750000000000,-87.084999999963
1819,967656000.000000000000,-101.893999999971,-100.025000000023,-90.680000000051,-87.072999999975
1820,967658000.000000000000,-102.025999999954,-99.989999999991,-90.670000000042,-87.236999999965
1821,967660000.000000000000,-102.025999999954,-99.966999999946,-90.665999999968,-87.173999999999
1822,967662000.000000000000,-101.979999999981,-100.032000000007,-90.847999999998,-87.045999999973
1823,967664000.000000000000,-101.991000000038,-99.753999999957,-90.645000000019,-87.118000000017
1824,967666000.000000000000,-101.947999999975,-99.641999999993,-90.641999999993,-87.143000000040
1825,967668000.000000000000,-101.875000000000,-99.623000000021,-90.631000000052,-87.094999999972
1826,967670000.000000000000,-101.883999999962,-99.702000000048,-90.618999999948,-87.094999999972
1827,967672000.000000000000,-102.015999999945,-99.658999999985,-90.547000000020,-86.844000000041
1828,967674000.000000000000,-102.052999999956,-99.714000000036,-90.628999999957,-86.804000000004
1829,967676000.000000000000,-102.028999999980,-99.601000000024,-90.569999999949,-87.155999999959
1830,967678000.000000000000,-101.932000000030,-99.508999999962,-90.540999999968,-87.136000000057
1831,967680000.000000000000,-101.878000000026,-99.469000000041,-90.697999999975,-87.020000000019
1832,967682000.000000000000,-101.871000000043,-99.275999999954,-90.579999999958,-86.763000000035
1833,967684000.000000000000,-101.934000000008,-99.239999999991,-90.484000000055,-86.787999999942
1834,967686000.000000000000,-102.025999999954,-99.391999999993,-90.618000000017,-86.947999999975
1835,967688000.000000000000,-101.962999999989,-99.238000000012,-90.677000000025,-87.060000000056
1836,967690000.000000000000,-101.947000000044,-99.179000000004,-90.520999999950,-87.113000000012
1837,967692000.000000000000,-101.876000000047,-99.180999999982,-90.611999999965,-87.099999999977
1838,967694000.000000000000,-101.937999999966,-99.197999999975,-90.344000000041,-86.888999999966
